nom;tournee;type;number_count;numbers
Rue de Penfret;113;voie;5;1,2,3,4,6
Rue des Aiguillettes;113;voie;7;1,2,3,4,6,8,10
Rue des Ajoncs;113;voie;3;1,2,3
Rue des Arums;113;voie;16;1,3,4,5,6,7,8,9,10,11,12,30,32,34,36,38
Rue des Boulistes;113;voie;3;1,2,3
Rue des Chardons Bleus;113;voie;8;1,2,3,4,5,6,8,10
Rue des Colverts;113;voie;8;1,2,3,4,6,8,10,12
Rue des Coquillages;113;voie;5;1,2,3,4,5
Rue des Courlis;113;voie;8;1,3,4,5,6,8,10,12
Rue des Cyprès;113;voie;8;1,2,3,4,5,6,8,10
Rue des Dentellières;113;voie;8;1,2,3,4,5,6,7,8
Rue des Dunes;113;voie;6;1,2,3,4,5,6
Rue des Ecoles;113;voie;22;1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,20,22,24,26,28,30,418
Rue des Embruns;113;voie;10;1,2,3,4,5,6,7,8,10,12
Rue des Fauvettes;113;voie;7;1,2,4,5,6,7,8
Rue des Genêts;113;voie;15;1,2,3,4,5,6,7,8,9,11,13,15,17,19,21
Rue des Glenan;113;voie;13;1,2,3,4,5,6,7,8,9,10,11,12,14
Rue des Goémoniers;113;voie;6;1,2,3,4,5,6
Rue des Iles;113;voie;25;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,26,28,30
Rue des Landes;113;voie;23;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,24,26
Rue des Lys;113;voie;14;2,3,4,5,6,7,9,11,13,15,17,19,21,25
Rue des Marsouins;113;voie;4;1,2,3,4
Rue des Mésanges Bleues;113;voie;26;2,4,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31,33
Rue des Mouettes;113;voie;11;1,2,3,4,5,6,7,8,9,11,13
Rue des Mousses;113;voie;4;1,2,3,6
Rue des Pêcheurs;113;voie;8;1,2,3,4,6,7,9,11
Rue des Perdrix;113;voie;5;1,2,4,6,8
Rue des Peupliers;113;voie;5;1,3,5,7,9
Rue des Pins;113;voie;7;1,2,3,4,5,6,7
Rue des Rochers;113;voie;2;2,4
Rue des Roitelets;113;voie;11;2,3,4,6,8,10,12,14,16,18,20
Rue des Saules;113;voie;17;1,2,3,4,5,6,7,8,10,12,13,14,16,18,20,22,24
Rue des Tamaris;113;voie;18;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
Rue des Tempêtes;113;voie;7;1,2,3,5,7,9,11
Rue des Vagues;113;voie;11;1,2,3,4,5,6,7,8,9,10,11
Rue du Barados;113;voie;5;1,2,4,6,8
Rue du Cimetière;113;voie;7;1,3,5,7,9,11,13
Rue du Large;113;voie;9;1,2,3,4,5,6,8,10,12
Rue du Levant;113;voie;25;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26
Rue du Ponant;113;voie;12;1,2,3,4,5,6,7,9,11,13,17,19
Rue du Port;113;voie;10;1,2,3,4,5,6,7,8,9,10
Rue du Presbytère;113;voie;4;1,2,3,5
Rue Pen Ar Bed;113;voie;19;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22
Rue Principale;113;voie;43;1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,38,40,42,46,48,50,52,54,58
Rue Sainte Marine;113;voie;50;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79
Venelle d’Armorique;113;voie;4;1,2,4,6
Venelle de Margodic;113;voie;1;1
Venelle du Delestage;113;voie;1;5
Venelle Margodig;113;voie;1;1
