Code Postal / CEDEX;Libellé;Code INSEE;Type de code;Nom de la commune;Nom du département;NOM EPCI;Nom de la région
42808;RIVE DE GIER CEDEX;42225;Code CEDEX;Genilac;LOIRE;Saint-Etienne Métropole;AUVERGNE-RHONE-ALPES
44017;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
49309;CHOLET CEDEX;49099;Code CEDEX;Cholet;MAINE-ET-LOIRE;CA Agglomération du Choletais;PAYS DE LA LOIRE
51059;REIMS CEDEX;51454;Code CEDEX;Reims;MARNE;CU du Grand Reims;GRAND EST
51078;REIMS CEDEX;51454;Code CEDEX;Reims;MARNE;CU du Grand Reims;GRAND EST
56174;QUIBERON CEDEX;56186;Code CEDEX;Quiberon;MORBIHAN;;BRETAGNE
59037;LILLE CEDEX;59350;Code CEDEX;Lille;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
62453;BAPAUME CEDEX;62080;Code CEDEX;Bapaume;PAS-DE-CALAIS;CC du Sud-Artois;HAUTS-DE-FRANCE
69625;VILLEURBANNE CEDEX;69266;Code CEDEX;Villeurbanne;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
75041;PARIS CEDEX 01;75101;Code CEDEX;;;;
75690;PARIS CEDEX 14;75114;Code CEDEX;;;;
77481;PROVINS CEDEX;77379;Code CEDEX;Provins;SEINE-ET-MARNE;CC du Provinois;ILE-DE-FRANCE
77481;PROVINS CEDEX;77368;Code CEDEX;Poigny;SEINE-ET-MARNE;CC du Provinois;ILE-DE-FRANCE
92304;LEVALLOIS PERRET CEDEX;92044;Code CEDEX;Levallois-Perret;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
94632;RUNGIS CEDEX 1;94021;Code CEDEX;Chevilly-Larue;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
38342;VOREPPE CEDEX;38565;Code CEDEX;Voreppe;ISERE;CA du Pays Voironnais;AUVERGNE-RHONE-ALPES
44346;BOUGUENAIS CEDEX;44020;Code CEDEX;Bouguenais;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
95155;TAVERNY CEDEX;95607;Code CEDEX;Taverny;VAL-D'OISE;CA Val Parisis;ILE-DE-FRANCE
97095;ST BARTHELEMY CEDEX;97701;Code CEDEX;;;;
95306;CERGY PONTOISE CEDEX;95323;Code CEDEX;Jouy-le-Moutier;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
30905;NIMES CEDEX 2;30189;Code CEDEX;Nîmes;GARD;CA de Nîmes Métropole;OCCITANIE
44036;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
49243;AVRILLE CEDEX;49015;Code CEDEX;Avrillé;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
59321;VALENCIENNES CEDEX;59603;Code CEDEX;Trith-Saint-Léger;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59321;VALENCIENNES CEDEX;59606;Code CEDEX;Valenciennes;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
62256;HENIN BEAUMONT CEDEX;62427;Code CEDEX;Hénin-Beaumont;PAS-DE-CALAIS;CA d'Hénin-Carvin;HAUTS-DE-FRANCE
77413;CLAYE SOUILLY CEDEX;77118;Code CEDEX;Claye-Souilly;SEINE-ET-MARNE;CA Roissy Pays de France;ILE-DE-FRANCE
78705;CONFLANS STE HONORINE CEDEX;78172;Code CEDEX;Conflans-Sainte-Honorine;YVELINES;CU Grand Paris Seine et Oise;ILE-DE-FRANCE
94266;FRESNES CEDEX;94034;Code CEDEX;Fresnes;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
35504;VITRE CEDEX;35360;Code CEDEX;Vitré;ILLE-ET-VILAINE;CA Vitré Communauté;BRETAGNE
77561;LIEUSAINT CEDEX;77251;Code CEDEX;Lieusaint;SEINE-ET-MARNE;CA Grand Paris Sud Seine Essonne Sénart;ILE-DE-FRANCE
11303;LIMOUX CEDEX;11206;Code CEDEX;Limoux;AUDE;CC du Limouxin;OCCITANIE
11303;LIMOUX CEDEX;11364;Code CEDEX;Saint-Polycarpe;AUDE;CC du Limouxin;OCCITANIE
11303;LIMOUX CEDEX;11355;Code CEDEX;Saint-Martin-de-Villereglan;AUDE;CC du Limouxin;OCCITANIE
13324;MARSEILLE CEDEX 03;13203;Code CEDEX;;;;
44193;CLISSON CEDEX;44043;Code CEDEX;Clisson;LOIRE-ATLANTIQUE;CA Clisson Sèvre et Maine Agglo;PAYS DE LA LOIRE
50008;ST LO CEDEX;50502;Code CEDEX;Saint-Lô;MANCHE;CA Saint-Lô Agglo;NORMANDIE
34526;BEZIERS CEDEX;34032;Code CEDEX;Béziers;HERAULT;CA de Béziers-Méditerranée;OCCITANIE
56276;PLOEMEUR CEDEX;56162;Code CEDEX;Ploemeur;MORBIHAN;CA Lorient Agglomération;BRETAGNE
18007;BOURGES CEDEX;18033;Code CEDEX;Bourges;CHER;CA Bourges Plus;CENTRE-VAL DE LOIRE
19103;BRIVE LA GAILLARDE CEDEX;19031;Code CEDEX;Brive-la-Gaillarde;CORREZE;CA du Bassin de Brive;NOUVELLE-AQUITAINE
37074;TOURS CEDEX 2;37172;Code CEDEX;Notre-Dame-d'Oé;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
37074;TOURS CEDEX 2;37261;Code CEDEX;Tours;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
38357;LA TOUR DU PIN CEDEX;38377;Code CEDEX;Saint-Clair-de-la-Tour;ISERE;CC Les Vals du Dauphiné;AUVERGNE-RHONE-ALPES
42276;ST PRIEST EN JAREZ CEDEX;42275;Code CEDEX;Saint-Priest-en-Jarez;LOIRE;Saint-Etienne Métropole;AUVERGNE-RHONE-ALPES
44061;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
45163;OLIVET CEDEX;45232;Code CEDEX;Olivet;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
45163;OLIVET CEDEX;45298;Code CEDEX;Saint-Pryvé-Saint-Mesmin;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
3303;CUSSET CEDEX;3095;Code CEDEX;Cusset;ALLIER;CA Vichy Communauté;AUVERGNE-RHONE-ALPES
13692;MARTIGUES CEDEX;13056;Code CEDEX;Martigues;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
22605;LOUDEAC CEDEX;22136;Code CEDEX;Loudéac;COTES-D'ARMOR;CC Loudéac Communauté - Bretagne Centre;BRETAGNE
37553;ST AVERTIN CEDEX;37208;Code CEDEX;Saint-Avertin;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
59403;CAMBRAI CEDEX;59122;Code CEDEX;Cambrai;NORD;CA de Cambrai;HAUTS-DE-FRANCE
59403;CAMBRAI CEDEX;59520;Code CEDEX;Rumilly-en-Cambrésis;NORD;CA de Cambrai;HAUTS-DE-FRANCE
69482;LYON CEDEX 03;69383;Code CEDEX;;;;
72024;LE MANS CEDEX 2;72181;Code CEDEX;Le Mans;SARTHE;CU Le Mans Métropole;PAYS DE LA LOIRE
75646;PARIS CEDEX 13;75113;Code CEDEX;;;;
3321;VICHY CEDEX;3095;Code CEDEX;Cusset;ALLIER;CA Vichy Communauté;AUVERGNE-RHONE-ALPES
3321;VICHY CEDEX;3023;Code CEDEX;Bellerive-sur-Allier;ALLIER;CA Vichy Communauté;AUVERGNE-RHONE-ALPES
21018;DIJON CEDEX;21231;Code CEDEX;Dijon;COTE-D'OR;Dijon Métropole;BOURGOGNE-FRANCHE-COMTE
25043;BESANCON CEDEX;25056;Code CEDEX;Besançon;DOUBS;CA du Grand Besançon;BOURGOGNE-FRANCHE-COMTE
27131;VERNEUIL SUR AVRE CEDEX;27679;Code CEDEX;Verneuil d'Avre et d'Iton;EURE;CC Interco Normandie Sud Eure;NORMANDIE
27131;VERNEUIL SUR AVRE CEDEX;27383;Code CEDEX;Mandres;EURE;CC Interco Normandie Sud Eure;NORMANDIE
29266;BREST CEDEX 1;29019;Code CEDEX;Brest;FINISTERE;Brest Métropole;BRETAGNE
33604;PESSAC CEDEX;33318;Code CEDEX;Pessac;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
45002;ORLEANS CEDEX 1;45234;Code CEDEX;Orléans;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
59723;DENAIN CEDEX;59172;Code CEDEX;Denain;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
74007;ANNECY CEDEX;74010;Code CEDEX;Annecy;HAUTE-SAVOIE;CA du Grand Annecy;AUVERGNE-RHONE-ALPES
14076;CAEN CEDEX 5;14118;Code CEDEX;Caen;CALVADOS;CU Caen la Mer;NORMANDIE
14101;LISIEUX CEDEX;14582;Code CEDEX;Saint-Germain-de-Livet;CALVADOS;CA Lisieux Normandie;NORMANDIE
14101;LISIEUX CEDEX;14366;Code CEDEX;Lisieux;CALVADOS;CA Lisieux Normandie;NORMANDIE
31086;TOULOUSE CEDEX 2;31555;Code CEDEX;Toulouse;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
51677;REIMS CEDEX 2;51172;Code CEDEX;Cormontreuil;MARNE;CU du Grand Reims;GRAND EST
59707;MARCQ EN BAROEUL CEDEX;59378;Code CEDEX;Marcq-en-Barœul;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
75061;PARIS CEDEX 02;75102;Code CEDEX;;;;
88104;ST DIE DES VOSGES CEDEX;88413;Code CEDEX;Saint-Dié-des-Vosges;VOSGES;CA de Saint-Dié-des-Vosges;GRAND EST
92225;BAGNEUX CEDEX;92007;Code CEDEX;Bagneux;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
77322;MARNE LA VALLEE CEDEX 2;77258;Code CEDEX;Lognes;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
92084;PARIS LA DEFENSE CEDEX;92026;Code CEDEX;Courbevoie;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
93531;AUBERVILLIERS CEDEX;93001;Code CEDEX;Aubervilliers;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
97322;CAYENNE CEDEX;97302;Code CEDEX;Cayenne;GUYANE;CA du Centre Littoral;GUYANE
97322;CAYENNE CEDEX;97309;Code CEDEX;Remire-Montjoly;GUYANE;CA du Centre Littoral;GUYANE
97322;CAYENNE CEDEX;97307;Code CEDEX;Matoury;GUYANE;CA du Centre Littoral;GUYANE
16024;ANGOULEME CEDEX;16015;Code CEDEX;Angoulême;CHARENTE;CA du Grand Angoulême;NOUVELLE-AQUITAINE
31025;TOULOUSE CEDEX 3;31555;Code CEDEX;Toulouse;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
49004;ANGERS CEDEX 01;49007;Code CEDEX;Angers;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
74311;CLUSES CEDEX;74081;Code CEDEX;Cluses;HAUTE-SAVOIE;CC Cluses-Arve et Montagnes;AUVERGNE-RHONE-ALPES
74311;CLUSES CEDEX;74278;Code CEDEX;Thyez;HAUTE-SAVOIE;CC Cluses-Arve et Montagnes;AUVERGNE-RHONE-ALPES
13128;ISTRES CEDEX;13047;Code CEDEX;Istres;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
26011;VALENCE CEDEX;26362;Code CEDEX;Valence;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
77264;LA FERTE SOUS JOUARRE CEDEX;77238;Code CEDEX;Jouarre;SEINE-ET-MARNE;CA Coulommiers Pays de Brie;ILE-DE-FRANCE
86073;POITIERS CEDEX 9;86194;Code CEDEX;Poitiers;VIENNE;CU du Grand Poitiers;NOUVELLE-AQUITAINE
91919;BONDOUFLE CEDEX;91086;Code CEDEX;Bondoufle;ESSONNE;CA Grand Paris Sud Seine Essonne Sénart;ILE-DE-FRANCE
94241;L HAY LES ROSES CEDEX;94038;Code CEDEX;L'Haÿ-les-Roses;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
95050;CERGY PONTOISE CEDEX 1;95572;Code CEDEX;Saint-Ouen-l'Aumône;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
97827;LE PORT CEDEX;97407;Code CEDEX;Le Port;LA REUNION;CA Territoire de la Côte Ouest (Tco);LA REUNION
34432;ST JEAN DE VEDAS CEDEX;34270;Code CEDEX;Saint-Jean-de-Védas;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
44482;CARQUEFOU CEDEX;44026;Code CEDEX;Carquefou;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
57025;METZ CEDEX 01;57463;Code CEDEX;Metz;MOSELLE;Metz Métropole;GRAND EST
75800;PARIS CEDEX 08;75108;Code CEDEX;;;;
91924;BONDOUFLE CEDEX;91086;Code CEDEX;Bondoufle;ESSONNE;CA Grand Paris Sud Seine Essonne Sénart;ILE-DE-FRANCE
94506;CHAMPIGNY SUR MARNE CEDEX;94017;Code CEDEX;Champigny-sur-Marne;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
81502;LAVAUR CEDEX;81140;Code CEDEX;Lavaur;TARN;CC Tarn-Agout;OCCITANIE
88005;EPINAL CEDEX;88413;Code CEDEX;Saint-Dié-des-Vosges;VOSGES;CA de Saint-Dié-des-Vosges;GRAND EST
88005;EPINAL CEDEX;88160;Code CEDEX;Épinal;VOSGES;CA d'Epinal;GRAND EST
4012;DIGNE LES BAINS CEDEX;4070;Code CEDEX;Digne-les-Bains;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglomération;PROVENCE-ALPES-COTE D'AZUR
11885;CARCASSONNE CEDEX 9;11069;Code CEDEX;Carcassonne;AUDE;CA Carcassonne Agglo;OCCITANIE
20402;BASTIA CEDEX 9;2B033;Code CEDEX;Bastia;HAUTE-CORSE;CA de Bastia;CORSE
31675;LABEGE CEDEX;31254;Code CEDEX;Labège;HAUTE-GARONNE;CA du Sicoval;OCCITANIE
45004;ORLEANS CEDEX 1;45234;Code CEDEX;Orléans;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
66161;LE BOULOU CEDEX;66024;Code CEDEX;Le Boulou;PYRENEES-ORIENTALES;CC du Vallespir;OCCITANIE
6803;CAGNES SUR MER CEDEX;6027;Code CEDEX;Cagnes-sur-Mer;ALPES-MARITIMES;Métropole Nice Côte d'Azur;PROVENCE-ALPES-COTE D'AZUR
13181;AIX EN PROVENCE CEDEX 5;13001;Code CEDEX;Aix-en-Provence;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
26301;BOURG DE PEAGE CEDEX;26057;Code CEDEX;Bourg-de-Péage;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
41205;ROMORANTIN LANTHENAY CEDEX;41194;Code CEDEX;Romorantin-Lanthenay;LOIR-ET-CHER;CC du Romorantinais et du Monestois;CENTRE-VAL DE LOIRE
46014;CAHORS CEDEX 9;46042;Code CEDEX;Cahors;LOT;CA du Grand Cahors;OCCITANIE
53202;CHATEAU GONTIER CEDEX;53215;Code CEDEX;;;;
53202;CHATEAU GONTIER CEDEX;53062;Code CEDEX;Château-Gontier-sur-Mayenne;MAYENNE;CC du Pays de Château-Gontier;PAYS DE LA LOIRE
58018;NEVERS CEDEX;58194;Code CEDEX;Nevers;NIEVRE;CA de Nevers;BOURGOGNE-FRANCHE-COMTE
59013;LILLE CEDEX;59350;Code CEDEX;Lille;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
63028;CLERMONT FERRAND CEDEX 2;63113;Code CEDEX;Clermont-Ferrand;PUY-DE-DOME;Clermont Auvergne Métropole;AUVERGNE-RHONE-ALPES
67451;MUNDOLSHEIM CEDEX;67309;Code CEDEX;Mundolsheim;BAS-RHIN;Eurométropole de Strasbourg;GRAND EST
68062;MULHOUSE CEDEX 3;68224;Code CEDEX;Mulhouse;HAUT-RHIN;CA Mulhouse Alsace Agglomération;GRAND EST
78052;ST QUENTIN EN YVELINES CEDEX;78423;Code CEDEX;Montigny-le-Bretonneux;YVELINES;CA de Saint Quentin en Yvelines;ILE-DE-FRANCE
78701;CONFLANS STE HONORINE CEDEX;78172;Code CEDEX;Conflans-Sainte-Honorine;YVELINES;CU Grand Paris Seine et Oise;ILE-DE-FRANCE
3003;MOULINS CEDEX;3190;Code CEDEX;Moulins;ALLIER;CA Moulins Communauté;AUVERGNE-RHONE-ALPES
4015;DIGNE LES BAINS CEDEX;4070;Code CEDEX;Digne-les-Bains;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglomération;PROVENCE-ALPES-COTE D'AZUR
5208;EMBRUN CEDEX;5046;Code CEDEX;Embrun;HAUTES-ALPES;CC Serre-Ponçon;PROVENCE-ALPES-COTE D'AZUR
22035;ST BRIEUC CEDEX 1;22278;Code CEDEX;Saint-Brieuc;COTES-D'ARMOR;CA Saint-Brieuc Armor Agglomération;BRETAGNE
41203;ROMORANTIN LANTHENAY CEDEX;41194;Code CEDEX;Romorantin-Lanthenay;LOIR-ET-CHER;CC du Romorantinais et du Monestois;CENTRE-VAL DE LOIRE
42603;MONTBRISON CEDEX;42046;Code CEDEX;Champdieu;LOIRE;CA Loire Forez Agglomération (LFA);AUVERGNE-RHONE-ALPES
42603;MONTBRISON CEDEX;42147;Code CEDEX;Montbrison;LOIRE;CA Loire Forez Agglomération (LFA);AUVERGNE-RHONE-ALPES
44097;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
60203;COMPIEGNE CEDEX;60159;Code CEDEX;Compiègne;OISE;CA de la Région de Compiègne et de la Basse Automne;HAUTS-DE-FRANCE
69307;LYON CEDEX 07;93070;Code CEDEX;Saint-Ouen-sur-Seine;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
69307;LYON CEDEX 07;69387;Code CEDEX;;;;
79234;PRAHECQ CEDEX;79003;Code CEDEX;Aiffres;DEUX-SEVRES;CA du Niortais;NOUVELLE-AQUITAINE
81012;ALBI CEDEX 9;81004;Code CEDEX;Albi;TARN;CA de l'Albigeois (C2A);OCCITANIE
81012;ALBI CEDEX 9;81074;Code CEDEX;Cunac;TARN;CA de l'Albigeois (C2A);OCCITANIE
88010;EPINAL CEDEX;88160;Code CEDEX;Épinal;VOSGES;CA d'Epinal;GRAND EST
92235;GENNEVILLIERS CEDEX;92036;Code CEDEX;Gennevilliers;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92280;SURESNES CEDEX;92073;Code CEDEX;Suresnes;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
93591;LE BLANC MESNIL CEDEX;93007;Code CEDEX;Le Blanc-Mesnil;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
94405;VITRY SUR SEINE CEDEX;94081;Code CEDEX;Vitry-sur-Seine;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94597;RUNGIS CEDEX 2;94065;Code CEDEX;Rungis;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94597;RUNGIS CEDEX 2;94021;Code CEDEX;Chevilly-Larue;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
95222;HERBLAY CEDEX;95306;Code CEDEX;Herblay-sur-Seine;VAL-D'OISE;CA Val Parisis;ILE-DE-FRANCE
97102;BASSE TERRE CEDEX;97124;Code CEDEX;Saint-Claude;GUADELOUPE;CA Grand Sud Caraïbe;GUADELOUPE
97102;BASSE TERRE CEDEX;97105;Code CEDEX;Basse-Terre;GUADELOUPE;CA Grand Sud Caraïbe;GUADELOUPE
97385;KOUROU CEDEX;97304;Code CEDEX;Kourou;GUYANE;CC des Savanes;GUYANE
44939;NANTES CEDEX 9;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
92781;ISSY LES MOULINEAUX CEDEX 9;92040;Code CEDEX;Issy-les-Moulineaux;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
93213;LA PLAINE ST DENIS CEDEX;93066;Code CEDEX;Saint-Denis;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
94114;ARCUEIL CEDEX;94003;Code CEDEX;Arcueil;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
35174;BRUZ CEDEX;35047;Code CEDEX;Bruz;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
53021;LAVAL CEDEX 9;53130;Code CEDEX;Laval;MAYENNE;CA Laval Agglomération;PAYS DE LA LOIRE
69628;VILLEURBANNE CEDEX;69266;Code CEDEX;Villeurbanne;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
2103;ST QUENTIN CEDEX;2691;Code CEDEX;Saint-Quentin;AISNE;CA du Saint-Quentinois;HAUTS-DE-FRANCE
4008;DIGNE LES BAINS CEDEX;4070;Code CEDEX;Digne-les-Bains;ALPES-DE-HAUTE-PROVENCE;CA Provence-Alpes-Agglomération;PROVENCE-ALPES-COTE D'AZUR
29225;BREST CEDEX 2;29019;Code CEDEX;Brest;FINISTERE;Brest Métropole;BRETAGNE
37071;TOURS CEDEX 2;37261;Code CEDEX;Tours;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
59792;GRANDE SYNTHE CEDEX;59271;Code CEDEX;Grande-Synthe;NORD;CU de Dunkerque;HAUTS-DE-FRANCE
69632;VENISSIEUX CEDEX;69259;Code CEDEX;Vénissieux;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
75453;PARIS CEDEX 09;75109;Code CEDEX;;;;
77608;MARNE LA VALLEE CEDEX 3;77058;Code CEDEX;Bussy-Saint-Georges;SEINE-ET-MARNE;CA Marne et Gondoire;ILE-DE-FRANCE
79055;NIORT CEDEX 9;79191;Code CEDEX;Niort;DEUX-SEVRES;CA du Niortais;NOUVELLE-AQUITAINE
93121;LA COURNEUVE CEDEX;93027;Code CEDEX;La Courneuve;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
85111;CHANTONNAY CEDEX;85051;Code CEDEX;Chantonnay;VENDEE;CC Pays de Chantonnay;PAYS DE LA LOIRE
85111;CHANTONNAY CEDEX;85220;Code CEDEX;Saint-Germain-de-Prinçay;VENDEE;CC Pays de Chantonnay;PAYS DE LA LOIRE
86003;POITIERS CEDEX;86194;Code CEDEX;Poitiers;VIENNE;CU du Grand Poitiers;NOUVELLE-AQUITAINE
92106;BOULOGNE BILLANCOURT CEDEX;92012;Code CEDEX;Boulogne-Billancourt;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92323;CHATILLON CEDEX;92020;Code CEDEX;Châtillon;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
95028;CERGY PONTOISE CEDEX;95127;Code CEDEX;Cergy;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
97052;ST MARTIN CEDEX;97801;Code CEDEX;;;;
14805;DEAUVILLE CEDEX;14220;Code CEDEX;Deauville;CALVADOS;CC Coeur Côte Fleurie;NORMANDIE
35063;RENNES CEDEX;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
60114;MERU CEDEX;60395;Code CEDEX;Méru;OISE;CC des Sablons;HAUTS-DE-FRANCE
60114;MERU CEDEX;60010;Code CEDEX;Amblainville;OISE;CC des Sablons;HAUTS-DE-FRANCE
73103;AIX LES BAINS CEDEX;73008;Code CEDEX;Aix-les-Bains;SAVOIE;CA Grand Lac;AUVERGNE-RHONE-ALPES
73103;AIX LES BAINS CEDEX;73103;Code CEDEX;Drumettaz-Clarafond;SAVOIE;CA Grand Lac;AUVERGNE-RHONE-ALPES
1108;OYONNAX CEDEX;1283;Code CEDEX;Oyonnax;AIN;CA Haut - Bugey Agglomération;AUVERGNE-RHONE-ALPES
2004;LAON CEDEX;2408;Code CEDEX;Laon;AISNE;CA du Pays de Laon;HAUTS-DE-FRANCE
13101;AIX EN PROVENCE CEDEX 1;13001;Code CEDEX;Aix-en-Provence;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
14007;CAEN CEDEX 1;14118;Code CEDEX;Caen;CALVADOS;CU Caen la Mer;NORMANDIE
44203;NANTES CEDEX 2;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
65901;TARBES CEDEX 9;65440;Code CEDEX;Tarbes;HAUTES-PYRENEES;CA Tarbes-Lourdes-Pyrénées;OCCITANIE
67031;STRASBOURG CEDEX 2;67343;Code CEDEX;Oberhausbergen;BAS-RHIN;Eurométropole de Strasbourg;GRAND EST
67031;STRASBOURG CEDEX 2;67482;Code CEDEX;Strasbourg;BAS-RHIN;Eurométropole de Strasbourg;GRAND EST
68071;MULHOUSE CEDEX 1;68224;Code CEDEX;Mulhouse;HAUT-RHIN;CA Mulhouse Alsace Agglomération;GRAND EST
69634;VENISSIEUX CEDEX;69259;Code CEDEX;Vénissieux;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
71010;MACON CEDEX;71270;Code CEDEX;Mâcon;SAONE-ET-LOIRE;CA Mâconnais Beaujolais Agglomération;BOURGOGNE-FRANCHE-COMTE
75238;PARIS CEDEX 05;75105;Code CEDEX;;;;
15107;ST FLOUR CEDEX;15187;Code CEDEX;Saint-Flour;CANTAL;CC de Saint-Flour;AUVERGNE-RHONE-ALPES
49044;ANGERS CEDEX 01;49007;Code CEDEX;Angers;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
56854;CAUDAN CEDEX;56036;Code CEDEX;Caudan;MORBIHAN;CA Lorient Agglomération;BRETAGNE
65301;LANNEMEZAN CEDEX;65258;Code CEDEX;Lannemezan;HAUTES-PYRENEES;CC du Plateau de Lannemezan;OCCITANIE
33503;LIBOURNE CEDEX;33243;Code CEDEX;Libourne;GIRONDE;CA du Libournais;NOUVELLE-AQUITAINE
35512;CESSON SEVIGNE CEDEX;35051;Code CEDEX;Cesson-Sévigné;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
64237;LESCAR CEDEX;64335;Code CEDEX;Lescar;PYRENEES-ATLANTIQUES;CA Pau Béarn Pyrénées;NOUVELLE-AQUITAINE
73125;COURCHEVEL CEDEX;73227;Code CEDEX;Courchevel;SAVOIE;CC Val Vanoise;AUVERGNE-RHONE-ALPES
75479;PARIS CEDEX 10;75110;Code CEDEX;;;;
13277;MARSEILLE CEDEX 09;13209;Code CEDEX;;;;
29204;MORLAIX CEDEX;29254;Code CEDEX;Saint-Martin-des-Champs;FINISTERE;CA Morlaix Communauté;BRETAGNE
29204;MORLAIX CEDEX;29151;Code CEDEX;Morlaix;FINISTERE;CA Morlaix Communauté;BRETAGNE
35651;LE RHEU CEDEX;35240;Code CEDEX;Le Rheu;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
