Code Postal / CEDEX;Libellé;Code INSEE;Type de code;Nom de la commune;Nom du département;NOM EPCI;Nom de la région
22105;DINAN CEDEX;22050;Code CEDEX;Dinan;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
22105;DINAN CEDEX;22339;Code CEDEX;Taden;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
22105;DINAN CEDEX;22259;Code CEDEX;Quévert;COTES-D'ARMOR;CA Dinan Agglomération;BRETAGNE
44088;NANTES CEDEX 1;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
47005;AGEN CEDEX;47001;Code CEDEX;Agen;LOT-ET-GARONNE;CA d'Agen;NOUVELLE-AQUITAINE
59413;COUDEKERQUE BRANCHE CEDEX;59131;Code CEDEX;Cappelle-la-Grande;NORD;CU de Dunkerque;HAUTS-DE-FRANCE
59413;COUDEKERQUE BRANCHE CEDEX;59588;Code CEDEX;Téteghem-Coudekerque-Village;NORD;CU de Dunkerque;HAUTS-DE-FRANCE
60002;BEAUVAIS CEDEX;60057;Code CEDEX;Beauvais;OISE;CA du Beauvaisis;HAUTS-DE-FRANCE
60002;BEAUVAIS CEDEX;60591;Code CEDEX;Saint-Paul;OISE;CA du Beauvaisis;HAUTS-DE-FRANCE
69744;GENAS CEDEX;69277;Code CEDEX;Genas;RHONE;CC de l'Est Lyonnais (CCEL);AUVERGNE-RHONE-ALPES
73372;LE BOURGET DU LAC CEDEX;73051;Code CEDEX;Le Bourget-du-Lac;SAVOIE;CA Grand Lac;AUVERGNE-RHONE-ALPES
83094;TOULON CEDEX;83137;Code CEDEX;Toulon;VAR;Métropole Toulon-Provence-Méditerranée;PROVENCE-ALPES-COTE D'AZUR
91294;ARPAJON CEDEX;91292;Code CEDEX;Guibeville;ESSONNE;CA Coeur d'Essonne Agglomération;ILE-DE-FRANCE
91294;ARPAJON CEDEX;91041;Code CEDEX;Avrainville;ESSONNE;CA Coeur d'Essonne Agglomération;ILE-DE-FRANCE
91294;ARPAJON CEDEX;91021;Code CEDEX;Arpajon;ESSONNE;CA Coeur d'Essonne Agglomération;ILE-DE-FRANCE
91294;ARPAJON CEDEX;91207;Code CEDEX;Égly;ESSONNE;CA Coeur d'Essonne Agglomération;ILE-DE-FRANCE
91294;ARPAJON CEDEX;91552;Code CEDEX;Saint-Germain-lès-Arpajon;ESSONNE;CA Coeur d'Essonne Agglomération;ILE-DE-FRANCE
94101;ST MAUR DES FOSSES CEDEX;94068;Code CEDEX;Saint-Maur-des-Fossés;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
13406;MARSEILLE CEDEX 09;13209;Code CEDEX;;;;
56324;LORIENT CEDEX;56121;Code CEDEX;Lorient;MORBIHAN;CA Lorient Agglomération;BRETAGNE
78185;ST QUENTIN EN YVELINES CEDEX;78423;Code CEDEX;Montigny-le-Bretonneux;YVELINES;CA de Saint Quentin en Yvelines;ILE-DE-FRANCE
78185;ST QUENTIN EN YVELINES CEDEX;78621;Code CEDEX;Trappes;YVELINES;CA de Saint Quentin en Yvelines;ILE-DE-FRANCE
83030;TOULON CEDEX 9;83127;Code CEDEX;Signes;VAR;CA Sud Sainte Baume;PROVENCE-ALPES-COTE D'AZUR
83030;TOULON CEDEX 9;83137;Code CEDEX;Toulon;VAR;Métropole Toulon-Provence-Méditerranée;PROVENCE-ALPES-COTE D'AZUR
91349;MASSY CEDEX;91377;Code CEDEX;Massy;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
93327;AUBERVILLIERS CEDEX;93001;Code CEDEX;Aubervilliers;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
95203;SARCELLES CEDEX;95585;Code CEDEX;Sarcelles;VAL-D'OISE;CA Roissy Pays de France;ILE-DE-FRANCE
2322;ST QUENTIN CEDEX;2659;Code CEDEX;Rouvroy;AISNE;CA du Saint-Quentinois;HAUTS-DE-FRANCE
2322;ST QUENTIN CEDEX;2691;Code CEDEX;Saint-Quentin;AISNE;CA du Saint-Quentinois;HAUTS-DE-FRANCE
10090;TROYES CEDEX;10287;Code CEDEX;Piney;AUBE;CC Forêts, Lacs, Terres en Champagne;GRAND EST
15106;ST FLOUR CEDEX;15187;Code CEDEX;Saint-Flour;CANTAL;CC de Saint-Flour;AUVERGNE-RHONE-ALPES
77312;MARNE LA VALLEE CEDEX 2;77169;Code CEDEX;Émerainville;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
77312;MARNE LA VALLEE CEDEX 2;77258;Code CEDEX;Lognes;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
77312;MARNE LA VALLEE CEDEX 2;77121;Code CEDEX;Collégien;SEINE-ET-MARNE;CA Marne et Gondoire;ILE-DE-FRANCE
77312;MARNE LA VALLEE CEDEX 2;77146;Code CEDEX;Croissy-Beaubourg;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
79143;CERIZAY CEDEX;79062;Code CEDEX;Cerizay;DEUX-SEVRES;CA du Bocage Bressuirais;NOUVELLE-AQUITAINE
79143;CERIZAY CEDEX;79210;Code CEDEX;Le Pin;DEUX-SEVRES;CA du Bocage Bressuirais;NOUVELLE-AQUITAINE
79143;CERIZAY CEDEX;79091;Code CEDEX;Cirières;DEUX-SEVRES;CA du Bocage Bressuirais;NOUVELLE-AQUITAINE
81501;LAVAUR CEDEX;81140;Code CEDEX;Lavaur;TARN;CC Tarn-Agout;OCCITANIE
81501;LAVAUR CEDEX;81116;Code CEDEX;Labastide-Saint-Georges;TARN;CC Tarn-Agout;OCCITANIE
83057;TOULON CEDEX;83137;Code CEDEX;Toulon;VAR;Métropole Toulon-Provence-Méditerranée;PROVENCE-ALPES-COTE D'AZUR
92925;PARIS LA DEFENSE CEDEX;92026;Code CEDEX;Courbevoie;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
93502;PANTIN CEDEX;93055;Code CEDEX;Pantin;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
13729;MARIGNANE CEDEX;13054;Code CEDEX;Marignane;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
14603;HONFLEUR CEDEX;14333;Code CEDEX;Honfleur;CALVADOS;CC du Pays de Honfleur-Beuzeville;NORMANDIE
17105;SAINTES CEDEX;17120;Code CEDEX;Corme-Royal;CHARENTE-MARITIME;CA de Saintes;NOUVELLE-AQUITAINE
17105;SAINTES CEDEX;17045;Code CEDEX;Beurlay;CHARENTE-MARITIME;CC Charente-Arnoult-Coeur de Saintonge;NOUVELLE-AQUITAINE
17105;SAINTES CEDEX;17086;Code CEDEX;Chaniers;CHARENTE-MARITIME;CA de Saintes;NOUVELLE-AQUITAINE
17105;SAINTES CEDEX;17415;Code CEDEX;Saintes;CHARENTE-MARITIME;CA de Saintes;NOUVELLE-AQUITAINE
20537;PORTO VECCHIO CEDEX;2A247;Code CEDEX;Porto-Vecchio;CORSE-DU-SUD;CC du Sud Corse;CORSE
24059;PERIGUEUX CEDEX 9;24138;Code CEDEX;Coulounieix-Chamiers;DORDOGNE;CA Le Grand Périgueux;NOUVELLE-AQUITAINE
26027;VALENCE CEDEX;26362;Code CEDEX;Valence;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
31047;TOULOUSE CEDEX 1;31555;Code CEDEX;Toulouse;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
34983;ST GELY DU FESC CEDEX;34255;Code CEDEX;Saint-Gély-du-Fesc;HERAULT;CC du Grand Pic Saint-Loup;OCCITANIE
35044;RENNES CEDEX;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
35538;NOYAL SUR VILAINE CEDEX;35327;Code CEDEX;Servon-sur-Vilaine;ILLE-ET-VILAINE;CC Pays de Châteaugiron Communauté;BRETAGNE
35538;NOYAL SUR VILAINE CEDEX;35207;Code CEDEX;Noyal-sur-Vilaine;ILLE-ET-VILAINE;CC Pays de Châteaugiron Communauté;BRETAGNE
35538;NOYAL SUR VILAINE CEDEX;35068;Code CEDEX;Châteaubourg;ILLE-ET-VILAINE;CA Vitré Communauté;BRETAGNE
35538;NOYAL SUR VILAINE CEDEX;35039;Code CEDEX;Brécé;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
35538;NOYAL SUR VILAINE CEDEX;35069;Code CEDEX;Châteaugiron;ILLE-ET-VILAINE;CC Pays de Châteaugiron Communauté;BRETAGNE
35538;NOYAL SUR VILAINE CEDEX;35001;Code CEDEX;Acigné;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
57012;METZ CEDEX 01;57463;Code CEDEX;Metz;MOSELLE;Metz Métropole;GRAND EST
8201;SEDAN CEDEX;8409;Code CEDEX;Sedan;ARDENNES;CA Ardenne Métropole;GRAND EST
8201;SEDAN CEDEX;8491;Code CEDEX;Vrigne aux Bois;ARDENNES;CA Ardenne Métropole;GRAND EST
14106;LISIEUX CEDEX;14069;Code CEDEX;Beuvillers;CALVADOS;CA Lisieux Normandie;NORMANDIE
14106;LISIEUX CEDEX;14366;Code CEDEX;Lisieux;CALVADOS;CA Lisieux Normandie;NORMANDIE
35031;RENNES CEDEX;35238;Code CEDEX;Rennes;ILLE-ET-VILAINE;Rennes Métropole;BRETAGNE
36003;CHATEAUROUX CEDEX;36044;Code CEDEX;Châteauroux;INDRE;CA Châteauroux Métropole;CENTRE-VAL DE LOIRE
37206;TOURS CEDEX 3;37195;Code CEDEX;La Riche;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
37206;TOURS CEDEX 3;37261;Code CEDEX;Tours;INDRE-ET-LOIRE;Tours Métropole Val de Loire;CENTRE-VAL DE LOIRE
45021;ORLEANS CEDEX 1;45234;Code CEDEX;Orléans;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
60291;RANTIGNY CEDEX;60134;Code CEDEX;Cauffry;OISE;CC du Liancourtois;HAUTS-DE-FRANCE
60291;RANTIGNY CEDEX;60524;Code CEDEX;Rantigny;OISE;CC du Liancourtois;HAUTS-DE-FRANCE
60291;RANTIGNY CEDEX;60451;Code CEDEX;Neuilly-sous-Clermont;OISE;CC du Clermontois;HAUTS-DE-FRANCE
64010;PAU CEDEX;64445;Code CEDEX;Pau;PYRENEES-ATLANTIQUES;CA Pau Béarn Pyrénées;NOUVELLE-AQUITAINE
68004;COLMAR CEDEX;68066;Code CEDEX;Colmar;HAUT-RHIN;CA Colmar Agglomération;GRAND EST
75408;PARIS CEDEX 08;75108;Code CEDEX;;;;
77107;MEAUX CEDEX;77284;Code CEDEX;Meaux;SEINE-ET-MARNE;CA du Pays de Meaux;ILE-DE-FRANCE
80040;AMIENS CEDEX 1;80261;Code CEDEX;Dury;SOMME;CA Amiens Métropole;HAUTS-DE-FRANCE
80040;AMIENS CEDEX 1;80021;Code CEDEX;Amiens;SOMME;CA Amiens Métropole;HAUTS-DE-FRANCE
80050;AMIENS CEDEX 1;80021;Code CEDEX;Amiens;SOMME;CA Amiens Métropole;HAUTS-DE-FRANCE
92276;BOIS COLOMBES CEDEX;92009;Code CEDEX;Bois-Colombes;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92787;ISSY LES MOULINEAUX CEDEX 9;92040;Code CEDEX;Issy-les-Moulineaux;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
93114;ROSNY SOUS BOIS CEDEX;93064;Code CEDEX;Rosny-sous-Bois;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
93168;NOISY LE GRAND CEDEX;93051;Code CEDEX;Noisy-le-Grand;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
94193;VILLENEUVE ST GEORGES CEDEX;94078;Code CEDEX;Villeneuve-Saint-Georges;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
95010;CERGY PONTOISE CEDEX;95127;Code CEDEX;Cergy;VAL-D'OISE;CA de Cergy-Pontoise;ILE-DE-FRANCE
95814;ARGENTEUIL CEDEX;95018;Code CEDEX;Argenteuil;VAL-D'OISE;Métropole du Grand Paris;ILE-DE-FRANCE
10902;TROYES CEDEX 9;10387;Code CEDEX;Troyes;AUBE;CA Troyes Champagne Métropole;GRAND EST
25026;BESANCON CEDEX;25056;Code CEDEX;Besançon;DOUBS;CA du Grand Besançon;BOURGOGNE-FRANCHE-COMTE
26031;VALENCE CEDEX 9;26362;Code CEDEX;Valence;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
26801;PORTES LES VALENCE CEDEX;26252;Code CEDEX;Portes-lès-Valence;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
26801;PORTES LES VALENCE CEDEX;26007;Code CEDEX;Ambonil;DROME;CC du Val de Drôme;AUVERGNE-RHONE-ALPES
26801;PORTES LES VALENCE CEDEX;26124;Code CEDEX;Étoile-sur-Rhône;DROME;CA Valence Romans Agglo;AUVERGNE-RHONE-ALPES
31914;TOULOUSE CEDEX 9;31555;Code CEDEX;Toulouse;HAUTE-GARONNE;Toulouse Métropole;OCCITANIE
45141;ST JEAN DE LA RUELLE CEDEX;45285;Code CEDEX;Saint-Jean-de-la-Ruelle;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
45141;ST JEAN DE LA RUELLE CEDEX;45169;Code CEDEX;Ingré;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
45802;ST JEAN DE BRAYE CEDEX;45284;Code CEDEX;Saint-Jean-de-Braye;LOIRET;Orléans Métropole;CENTRE-VAL DE LOIRE
51334;EPERNAY CEDEX;51230;Code CEDEX;Épernay;MARNE;CA Epernay, Coteaux et Plaine de Champagne;GRAND EST
57144;FAULQUEMONT CEDEX;57224;Code CEDEX;Folschviller;MOSELLE;CA Saint-Avold Synergie;GRAND EST
57144;FAULQUEMONT CEDEX;57392;Code CEDEX;Lemud;MOSELLE;CC du Sud Messin;GRAND EST
57144;FAULQUEMONT CEDEX;57209;Code CEDEX;Faulquemont;MOSELLE;CC du District Urbain de Faulquemont (DUF);GRAND EST
59312;VALENCIENNES CEDEX 9;59383;Code CEDEX;Marly;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
59312;VALENCIENNES CEDEX 9;59606;Code CEDEX;Valenciennes;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
59312;VALENCIENNES CEDEX 9;59603;Code CEDEX;Trith-Saint-Léger;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59312;VALENCIENNES CEDEX 9;59515;Code CEDEX;Rouvignies;NORD;CA Valenciennes Métropole;HAUTS-DE-FRANCE
59733;ST AMAND LES EAUX CEDEX;59526;Code CEDEX;Saint-Amand-les-Eaux;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
59733;ST AMAND LES EAUX CEDEX;59554;Code CEDEX;Sars-et-Rosières;NORD;CA de la Porte du Hainaut;HAUTS-DE-FRANCE
62053;ST LAURENT BLANGY CEDEX;62753;Code CEDEX;Saint-Laurent-Blangy;PAS-DE-CALAIS;CU d'Arras;HAUTS-DE-FRANCE
62053;ST LAURENT BLANGY CEDEX;62744;Code CEDEX;Sainte-Catherine;PAS-DE-CALAIS;CU d'Arras;HAUTS-DE-FRANCE
6009;NICE CEDEX 1;6088;Code CEDEX;Nice;ALPES-MARITIMES;Métropole Nice Côte d'Azur;PROVENCE-ALPES-COTE D'AZUR
24060;PERIGUEUX CEDEX 9;24138;Code CEDEX;Coulounieix-Chamiers;DORDOGNE;CA Le Grand Périgueux;NOUVELLE-AQUITAINE
27034;EVREUX CEDEX;27229;Code CEDEX;Évreux;EURE;CA Evreux Portes de Normandie;NORMANDIE
59428;ARMENTIERES CEDEX;59017;Code CEDEX;Armentières;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
75732;PARIS CEDEX 15;75115;Code CEDEX;;;;
75732;PARIS CEDEX 15;75107;Code CEDEX;;;;
76402;FECAMP CEDEX;76259;Code CEDEX;Fécamp;SEINE-MARITIME;CA Fécamp Caux Littoral Agglomération;NORMANDIE
78507;SARTROUVILLE CEDEX;78586;Code CEDEX;Sartrouville;YVELINES;CA Saint Germain Boucles de Seine;ILE-DE-FRANCE
81011;ALBI CEDEX 9;81004;Code CEDEX;Albi;TARN;CA de l'Albigeois (C2A);OCCITANIE
92050;PARIS LA DEFENSE CEDEX;92050;Code CEDEX;Nanterre;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92050;PARIS LA DEFENSE CEDEX;92062;Code CEDEX;Puteaux;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92050;PARIS LA DEFENSE CEDEX;92026;Code CEDEX;Courbevoie;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92079;PARIS LA DEFENSE CEDEX;92026;Code CEDEX;Courbevoie;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
95956;ROISSY CHARLES DE GAULLE CEDEX 2;93078;Code CEDEX;Villepinte;SEINE-SAINT-DENIS;Métropole du Grand Paris;ILE-DE-FRANCE
95956;ROISSY CHARLES DE GAULLE CEDEX 2;95277;Code CEDEX;Gonesse;VAL-D'OISE;CA Roissy Pays de France;ILE-DE-FRANCE
95956;ROISSY CHARLES DE GAULLE CEDEX 2;95527;Code CEDEX;Roissy-en-France;VAL-D'OISE;CA Roissy Pays de France;ILE-DE-FRANCE
13264;MARSEILLE CEDEX 07;13207;Code CEDEX;;;;
33038;BORDEAUX CEDEX;33063;Code CEDEX;Bordeaux;GIRONDE;Bordeaux Métropole;NOUVELLE-AQUITAINE
33394;BLAYE CEDEX;33280;Code CEDEX;Mazion;GIRONDE;CC de l'Estuaire;NOUVELLE-AQUITAINE
33394;BLAYE CEDEX;33058;Code CEDEX;Blaye;GIRONDE;CC de Blaye;NOUVELLE-AQUITAINE
33394;BLAYE CEDEX;33477;Code CEDEX;Saint-Seurin-de-Cursac;GIRONDE;CC de l'Estuaire;NOUVELLE-AQUITAINE
44186;NANTES CEDEX 4;44109;Code CEDEX;Nantes;LOIRE-ATLANTIQUE;Nantes Métropole;PAYS DE LA LOIRE
57203;SARREGUEMINES CEDEX;57631;Code CEDEX;Sarreguemines;MOSELLE;CA Sarreguemines Confluences;GRAND EST
59424;ARMENTIERES CEDEX;59317;Code CEDEX;Houplines;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59424;ARMENTIERES CEDEX;59017;Code CEDEX;Armentières;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
59424;ARMENTIERES CEDEX;59202;Code CEDEX;Erquinghem-Lys;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
61106;FLERS CEDEX;61169;Code CEDEX;Flers;ORNE;CA Flers Agglo;NORMANDIE
62501;ST OMER CEDEX;62139;Code CEDEX;Blendecques;PAS-DE-CALAIS;CA du Pays de Saint-Omer;HAUTS-DE-FRANCE
62501;ST OMER CEDEX;62765;Code CEDEX;Saint-Omer;PAS-DE-CALAIS;CA du Pays de Saint-Omer;HAUTS-DE-FRANCE
62501;ST OMER CEDEX;62757;Code CEDEX;Saint-Martin-lez-Tatinghem;PAS-DE-CALAIS;CA du Pays de Saint-Omer;HAUTS-DE-FRANCE
62603;BERCK CEDEX;62108;Code CEDEX;Berck;PAS-DE-CALAIS;CA des Deux Baies en Montreuillois;HAUTS-DE-FRANCE
74020;ANNECY CEDEX;74010;Code CEDEX;Annecy;HAUTE-SAVOIE;CA du Grand Annecy;AUVERGNE-RHONE-ALPES
77501;CHELLES CEDEX;77108;Code CEDEX;Chelles;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
85501;LES HERBIERS CEDEX;85109;Code CEDEX;Les Herbiers;VENDEE;CC du Pays des Herbiers;PAYS DE LA LOIRE
88507;MIRECOURT CEDEX;88304;Code CEDEX;Mirecourt;VOSGES;CC de Mirecourt Dompaire;GRAND EST
95871;BEZONS CEDEX;95063;Code CEDEX;Bezons;VAL-D'OISE;CA Saint Germain Boucles de Seine;ILE-DE-FRANCE
13808;ISTRES CEDEX;13047;Code CEDEX;Istres;BOUCHES-DU-RHONE;Métropole d'Aix-Marseille-Provence;PROVENCE-ALPES-COTE D'AZUR
17028;LA ROCHELLE CEDEX 1;17300;Code CEDEX;La Rochelle;CHARENTE-MARITIME;CA de La Rochelle;NOUVELLE-AQUITAINE
22027;ST BRIEUC CEDEX 1;22278;Code CEDEX;Saint-Brieuc;COTES-D'ARMOR;CA Saint-Brieuc Armor Agglomération;BRETAGNE
34972;LATTES CEDEX;34129;Code CEDEX;Lattes;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
59043;LILLE CEDEX;59350;Code CEDEX;Lille;NORD;Métropole Européenne de Lille;HAUTS-DE-FRANCE
66962;PERPIGNAN CEDEX 9;66136;Code CEDEX;Perpignan;PYRENEES-ORIENTALES;CU Perpignan Méditerranée Métropole;OCCITANIE
69579;LIMONEST CEDEX;69116;Code CEDEX;Limonest;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
69751;CHARBONNIERES LES BAINS CEDEX;69044;Code CEDEX;Charbonnières-les-Bains;RHONE;Métropole de Lyon;AUVERGNE-RHONE-ALPES
75940;PARIS CEDEX 19;75119;Code CEDEX;;;;
78018;VERSAILLES CEDEX;78646;Code CEDEX;Versailles;YVELINES;CA Versailles Grand Parc (CAVGP);ILE-DE-FRANCE
92207;NEUILLY SUR SEINE CEDEX;92051;Code CEDEX;Neuilly-sur-Seine;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
94386;BONNEUIL SUR MARNE CEDEX;94071;Code CEDEX;Sucy-en-Brie;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94386;BONNEUIL SUR MARNE CEDEX;94011;Code CEDEX;Bonneuil-sur-Marne;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
94475;BOISSY ST LEGER CEDEX;94004;Code CEDEX;Boissy-Saint-Léger;VAL-DE-MARNE;Métropole du Grand Paris;ILE-DE-FRANCE
97464;ST DENIS CEDEX;97409;Code CEDEX;Saint-André;LA REUNION;CA Intercommunale de la Réunion Est (Cirest);LA REUNION
97464;ST DENIS CEDEX;97416;Code CEDEX;Saint-Pierre;LA REUNION;CA Civis (Communauté Intercommunale des Villes Solidaires);LA REUNION
97464;ST DENIS CEDEX;97411;Code CEDEX;Saint-Denis;LA REUNION;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION
97464;ST DENIS CEDEX;97419;Code CEDEX;Sainte-Rose;LA REUNION;CA Intercommunale de la Réunion Est (Cirest);LA REUNION
32002;AUCH CEDEX;32013;Code CEDEX;Auch;GERS;CA Grand Auch Coeur de Gascogne;OCCITANIE
34264;MONTPELLIER CEDEX 2;34172;Code CEDEX;Montpellier;HERAULT;Montpellier Méditerranée Métropole;OCCITANIE
77455;MARNE LA VALLEE CEDEX 2;77083;Code CEDEX;Champs-sur-Marne;SEINE-ET-MARNE;CA Paris - Vallée de la Marne;ILE-DE-FRANCE
88133;CHARMES CEDEX;88090;Code CEDEX;Charmes;VOSGES;CA d'Epinal;GRAND EST
88133;CHARMES CEDEX;88173;Code CEDEX;Florémont;VOSGES;CA d'Epinal;GRAND EST
91304;MASSY CEDEX;91377;Code CEDEX;Massy;ESSONNE;CA Communauté Paris-Saclay;ILE-DE-FRANCE
49041;ANGERS CEDEX 01;49007;Code CEDEX;Angers;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
31526;RAMONVILLE ST AGNE CEDEX;31446;Code CEDEX;Ramonville-Saint-Agne;HAUTE-GARONNE;CA du Sicoval;OCCITANIE
46103;FIGEAC CEDEX;46175;Code CEDEX;Lissac-et-Mouret;LOT;CC Grand-Figeac;OCCITANIE
46103;FIGEAC CEDEX;46102;Code CEDEX;Figeac;LOT;CC Grand-Figeac;OCCITANIE
49002;ANGERS CEDEX 01;49007;Code CEDEX;Angers;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
49002;ANGERS CEDEX 01;49129;Code CEDEX;Écouflant;MAINE-ET-LOIRE;CU Angers Loire Métropole;PAYS DE LA LOIRE
52011;CHAUMONT CEDEX;52121;Code CEDEX;Chaumont;HAUTE-MARNE;CA de Chaumont du Bassin Nogentais et du Bassin de Bologne Vignory Froncles;GRAND EST
57052;METZ CEDEX 02;57463;Code CEDEX;Metz;MOSELLE;Metz Métropole;GRAND EST
62091;HAISNES CEDEX;62863;Code CEDEX;Violaines;PAS-DE-CALAIS;CA de Béthune-Bruay, Artois-Lys Romane;HAUTS-DE-FRANCE
62091;HAISNES CEDEX;62051;Code CEDEX;Auchy-les-Mines;PAS-DE-CALAIS;CA de Béthune-Bruay, Artois-Lys Romane;HAUTS-DE-FRANCE
62091;HAISNES CEDEX;62132;Code CEDEX;Billy-Berclau;PAS-DE-CALAIS;CA de Béthune-Bruay, Artois-Lys Romane;HAUTS-DE-FRANCE
62091;HAISNES CEDEX;62401;Code CEDEX;Haisnes;PAS-DE-CALAIS;CA de Béthune-Bruay, Artois-Lys Romane;HAUTS-DE-FRANCE
62091;HAISNES CEDEX;62276;Code CEDEX;Douvrin;PAS-DE-CALAIS;CA de Béthune-Bruay, Artois-Lys Romane;HAUTS-DE-FRANCE
63803;COURNON D AUVERGNE CEDEX;63124;Code CEDEX;Cournon-d'Auvergne;PUY-DE-DOME;Clermont Auvergne Métropole;AUVERGNE-RHONE-ALPES
64182;BAYONNE CEDEX;64102;Code CEDEX;Bayonne;PYRENEES-ATLANTIQUES;CA du Pays Basque;NOUVELLE-AQUITAINE
68306;ST LOUIS CEDEX;68297;Code CEDEX;Saint-Louis;HAUT-RHIN;CA Saint-Louis Agglomération;GRAND EST
69476;LYON CEDEX 06;69386;Code CEDEX;;;;
73192;CHALLES LES EAUX CEDEX;73064;Code CEDEX;Challes-les-Eaux;SAVOIE;CA du Grand Chambéry;AUVERGNE-RHONE-ALPES
74164;ST JULIEN EN GENEVOIS CEDEX;74243;Code CEDEX;Saint-Julien-en-Genevois;HAUTE-SAVOIE;CC du Genevois;AUVERGNE-RHONE-ALPES
75262;PARIS CEDEX 06;75106;Code CEDEX;;;;
75370;PARIS CEDEX 08;75108;Code CEDEX;;;;
75639;PARIS CEDEX 13;75113;Code CEDEX;;;;
76037;ROUEN CEDEX;76540;Code CEDEX;Rouen;SEINE-MARITIME;Métropole Rouen Normandie;NORMANDIE
77931;PERTHES CEDEX;77359;Code CEDEX;Perthes;SEINE-ET-MARNE;CA du Pays de Fontainebleau;ILE-DE-FRANCE
78243;CHAMBOURCY CEDEX;78133;Code CEDEX;Chambourcy;YVELINES;CA Saint Germain Boucles de Seine;ILE-DE-FRANCE
78771;MAGNY LES HAMEAUX CEDEX;78356;Code CEDEX;Magny-les-Hameaux;YVELINES;CA de Saint Quentin en Yvelines;ILE-DE-FRANCE
80005;AMIENS CEDEX 1;80021;Code CEDEX;Amiens;SOMME;CA Amiens Métropole;HAUTS-DE-FRANCE
83187;SIX FOURS LES PLAGES CEDEX;83129;Code CEDEX;Six-Fours-les-Plages;VAR;Métropole Toulon-Provence-Méditerranée;PROVENCE-ALPES-COTE D'AZUR
92321;CHATILLON CEDEX;92007;Code CEDEX;Bagneux;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
92321;CHATILLON CEDEX;92020;Code CEDEX;Châtillon;HAUTS-DE-SEINE;Métropole du Grand Paris;ILE-DE-FRANCE
