nom;tournee;type;number_count;numbers
Lieu Dit Keroec;203;voie;5;3,5,7,9,11
Lieu Dit Kerolland;110;voie;3;1,2,3
Lieu Dit Keroret;110;voie;4;1,3,5,7
Lieu Dit Kerparc;106;voie;1;4
Lieu Dit Kerprigent;110;voie;8;1,2,3,4,5,6,7,8
Lieu Dit Kerrien;106;voie;1;2
Lieu Dit Kerruc;112;voie;19;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Lieu Dit Kersaux;111;voie;2;1,3
Lieu Dit Kerscao;111;voie;1;2
Lieu Dit Kerscoudou;111;voie;3;1,2,4
Lieu Dit Kervelen;;voie;5;1,2,4,6,8
Lieu Dit Kerverien;110;voie;2;1,2
Lieu Dit Kervern;112;voie;2;1,2
Lieu Dit Kervoalen;;voie;2;1,3
Lieu Dit la Tour;111;voie;5;1,3,5,7,9
Lieu Dit Langustans;111;voie;4;1,2,3,4
Lieu Dit le Helles;112;voie;14;2,3,4,6,8,9,10,11,12,13,14,15,16,18
Lieu Dit le Ruot;109;voie;10;1,2,3,4,5,6,7,8,9,11
Lieu Dit le Stang;109;voie;28;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,24,26,28,30,32,34,36
Lieu Dit Lesbervet;203;voie;10;1,2,3,4,5,6,7,8,10,12
Lieu Dit Lespern;109;voie;4;1,2,3,5
Lieu Dit Lestregueoc;111;voie;16;1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18
Lieu Dit Leureles;111;voie;3;1,3,5
Lieu Dit Mejou Roz;203;voie;32;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31,33,35,37
Lieu Dit Menez Yeun;110;voie;25;1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,20,22,24,26,28,30,32,34,36,38
Lieu Dit Mine Car;112;voie;12;1,2,3,4,6,8,10,12,14,16,18,20
Lieu Dit Minodic;110;voie;1;1
Lieu Dit Moitie Route;112;voie;34;1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,31,45,47,51,53,55,57
Lieu Dit Park Ar Groas;110;voie;7;1,2,3,4,5,6,7
Lieu Dit Pen Ar Prat;203;voie;15;1,2,3,4,5,6,7,8,9,10,12,14,16,18,20
Lieu Dit Pen Yeun;110;voie;1;2
Lieu Dit Penfrat Coz;110;voie;3;5,7,9
Lieu Dit Penfrat Nevez;110;voie;2;1,3
Lieu Dit Penker Bihan;110;voie;3;8,10,14
Lieu Dit Pennanguer;111;voie;11;1,2,3,4,5,6,7,8,10,12,14
Lieu Dit Pennarc'Hoat;;voie;1;1
Lieu Dit Rest Treouron;;voie;3;1,3,5
Lieu Dit Runevez;112;voie;1;1
Lieu Dit Tachen Ar Groas;;voie;4;1,2,3,5
Lieu Dit Toularcus;111;voie;4;4,6,8,10
Lieu Dit Trebonvel;110;voie;3;1,2,3
Lieu Dit Tregonda;111;voie;1;2
Lieu Dit Trelen;112;voie;2;1,2
Lieu Dit Ty Crohen;110;voie;2;1,3
Lieu Dit Villoury Kerneizan;;voie;1;1
Lieu dit Viloury Caoudal;;voie;3;2,4,6
Lot les Chenes de Kerganet;;voie;30;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Lotissement de Mejou Roz;;voie;4;1,2,3,4
Lotissement Kerruc Nevez;;voie;14;1,2,3,4,5,6,7,8,9,10,11,12,15,17
Maner Bihan;;voie;4;1,3,5,7
Manoir de Trevilit;203;voie;2;2,4
Menez Glaz;;voie;2;2,4
Menez Kerlanguiriec;;voie;2;2,3
Moitie Route Braz;112;voie;2;2,4
Moitie Route Huella;112;voie;3;1,3,5
Moulin de Bondivy;111;voie;3;1,3,5
Moulin de Callac;;voie;2;1,2
Moulin de Kerbénoc'h;;voie;1;1
Moulin de la Tour;;voie;2;2,4
Moulin de Lanvern;111;voie;1;1
Moulin de Tregalet;109;voie;1;1
Moulin de Tremiliec;110;voie;1;3
Moulin de Treouron;110;voie;3;1,2,3
Moulin du Fao;110;voie;2;1,2
Park Laê Moitié Route;112;voie;5;1,3,4,5,6
Park Menez Gouyen;;voie;5;1,3,5,7,9
Park Tin Malo;110;voie;7;1,2,3,4,5,6,7
Penarpont;;voie;1;2
Penfrat Vihan;110;voie;1;2
Penisquin;112;voie;8;1,2,3,5,7,9,11,13
Penker Braz;110;voie;3;2,4,6
Penker Nevez;110;voie;1;12
Pennale;203;voie;4;1,3,5,7
Pennalen;110;voie;3;1,2,3
Pennaroz;109;voie;2;1,2
Pennarue;111;voie;3;1,2,4
Penscouric;110;voie;4;1,3,5,7
Place Amiral Ronarc'H;110;voie;1;1
Place Charles de Gaulle;108;voie;5;1,2,3,4,5
Place de la République;108;voie;9;1,2,3,4,5,6,7,8,10
Place des Fauvettes;112;voie;15;1,2,3,4,5,6,7,8,9,10,11,12,13,15,17
Place du 19 mars 1962;110;voie;1;12
Place Victor Hugo;110;voie;10;1,2,3,4,5,6,8,9,10,11
Pont Sanved;111;voie;1;6
Pratoazec;112;voie;1;3
Quelordan;203;voie;5;1,3,5,7,9
Résidence de la Colline;101 [109];voie;9;1,2,3,4,5,6,7,8,9
Residence de Stang Ar Goulinet;110;voie;6;1,2,3,4,5,6
Résidence des 3 Chenes;102;voie;22;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,20,22,24,26,28
Résidence des Pommiers;101 [109];voie;12;1,2,3,4,5,6,7,8,9,10,11,15
Résidence du Lavoir;101 [102];voie;15;1,2,3,4,5,6,7,8,9,10,11,12,13,14,16
Résidence Park Heol;111;voie;12;1,2,3,4,5,6,7,8,9,10,11,12
Rest Nevez;111;voie;6;1,2,3,5,7,9
Roscoz Bihan;111;voie;2;9,11
Roscoz Bras;111;voie;1;1
Route de Brenanvec;101;voie;29;1,6,7,10,12,14,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32,33,34,36,38,42,44,46
Route de Coatellen;112;voie;3;1,3,5
Route de Kerbilaet;112;voie;6;1,2,3,4,5,7
Route de Kerganet;101 [105];voie;12;1,2,3,4,5,6,7,8,9,11,15,18
Route de Keriforn;112;voie;15;1,2,4,6,8,9,10,11,12,13,14,16,17,18,19
Route de Kernivin;112;voie;12;1,2,3,4,5,6,7,8,10,12,14,16
Route de Kersonis;111;voie;2;1,2
Route de Plogastel;111;voie;26;1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20,21,23,35,37,39,41,43
Route de Pont-l'Abbé;112;voie;21;1,2,3,4,5,6,7,8,9,10,11,12,14,16,26,28,30,32,34,36,38
Route de Quelordan;203;voie;1;1
Route de Quimper;110;voie;46;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,32,33,34,35,36,37,38,39,40,41,42,43,44,46,48,50
Route de Saint Jean Trolimon;109;voie;5;1,2,3,4,5
Route de Saint-julien;101 [112];voie;17;57,61,63,65,67,69,73,75,77,79,42,44,46,48,50,52,54
Route de Saint-julien;101 [112];voie;27;1,3,4,5,6,7,8,9,10,12,14,24,33,34,35,36,37,38,39,40,41,43,45,47,49,51,56
Route de Tréguennec;109;voie;10;1,2,3,4,5,6,7,8,9,10
Route de Tréméoc;110;voie;6;2,4,5,6,8,10
Route de Tréogat;111;voie;9;5,7,16,18,20,22,24,26,28
Route de Tréogat;109;voie;9;1,2,3,4,6,8,10,12,14
Rue Albert Camus;109;voie;27;1,2,3,4,5,6,9,11,13,14,15,16,17,18,19,20,21,22,23,24,25,27,29,31,33,35,37
Rue Anatole France;110;voie;19;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,19,21
Rue Anatole le Braz;109;voie;5;1,2,3,4,5
Rue Bananec;109;voie;14;1,2,3,4,5,6,7,8,9,10,11,13,15,17
Rue Brunec;109;voie;3;1,3,5
Rue Camille Claudel;112;voie;26;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,25,27,29,31,33
Rue Carn Guillermic;110;voie;13;1,2,3,4,6,8,9,10,11,12,13,15,17
Rue Charles le Goffic;112;voie;10;2,3,4,5,6,7,8,9,11,13
Rue de Canapé;101;voie;20;1,2,3,4,5,6,7,8,9,10,11,15,16,18,20,22,24,26,28,30
Rue de Croas Ar Bléon;108;voie;26;1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,24,25,26,27,29
Rue de Croas-caër;203;voie;6;2,3,4,5,6,7
Rue de Kergonda;111;voie;15;1,2,3,5,6,7,8,9,10,11,12,13,14,16,18
Rue de Kergonian;;voie;7;1,2,3,4,6,8,10
Rue de Kéryéquel;;voie;27;1,2,3,4,5,6,7,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,27,29,31,33
Rue de la Fontaine;109;voie;7;2,3,5,7,9,11,13
Rue de la Forge;112;voie;18;2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,20,22,24
Rue de la Lande;203;voie;32;1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,33,35
Rue de la Marne;;voie;9;1,2,3,4,5,6,7,8,9
Rue de Mariano;;voie;25;1,2,3,4,5,9,11,12,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,31
Rue de Verdun;110;voie;12;1,2,3,4,5,6,7,8,9,10,12,14
Rue des Aigrettes;109;voie;10;1,2,3,4,5,6,8,10,12,14
Rue des Ajoncs;109;voie;8;1,2,3,4,5,6,7,8
Rue des Alliés;110;voie;27;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,19,20,21,22,23,24,25,26,27,28,29
Rue des Coquelicots;109;voie;8;1,2,3,4,5,6,7,8
Rue des Ecureuils;110;voie;14;1,2,3,4,5,6,7,8,9,11,13,15,17,19
Rue des Iris;101 [102];voie;9;1,2,3,4,5,6,7,9,11
Rue des Jacinthes;108;voie;17;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18
Rue des Lavandes;101 [102];voie;26;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,28
Rue des Lilas;108;voie;11;1,2,3,4,5,6,7,8,9,10,12
Rue des Magnolias;109;voie;9;1,2,3,4,5,6,7,9,11
Rue des Marguerites;109;voie;14;1,2,3,4,5,6,7,8,9,11,13,15,17,19
Rue des Paquerettes;109;voie;8;1,2,3,4,5,6,8,10
Rue des Primevères;109;voie;13;1,2,3,4,5,6,7,8,10,12,14,16,18
Rue des Stades;112;voie;16;2,3,4,5,6,7,9,11,12,13,14,15,16,17,18,20
Rue des Tourterelles;110;voie;13;1,2,3,4,6,8,9,10,11,13,15,17,19
Rue Drenec;109;voie;12;1,2,3,4,5,6,7,8,9,10,12,14
Rue du Château d'Eau;108;voie;9;1,2,3,4,5,6,8,10,12
Rue du Vieux Moulin;;voie;9;1,2,3,4,6,8,10,12,14
Rue Estrevet Poulou;;voie;33;1,2,3,4,5,6,7,8,9,10,12,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,37,39
Rue Fort Cigogne;;voie;17;1,2,3,4,5,6,7,8,9,10,11,13,15,17,19,21,23
Rue Francois de Chateaubriand;;voie;23;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,21,23,25,27
Rue Fréderic le Guyader;;voie;7;2,3,4,5,6,7,8
Rue Goarem TI Bout;;voie;9;1,2,3,4,5,6,7,8,9
Rue Guy Moquet;;voie;37;1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Rue Henri Lautrédou;112;voie;35;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,30,31,33,35,37,39,41,43
Rue Hent Ar Skol;106;voie;13;1,2,3,4,5,6,7,8,9,12,14,16,18
Rue Jakez Pemp;112;voie;16;1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,18
Rue Jean Jaurès;110;voie;45;1,2,3,4,5,6,7,8,9,10,11,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,47,49
Rue Joséphine Baker;203;voie;15;1,2,3,4,5,6,7,8,9,10,11,12,14,15,17
Rue Jules Ferry;108;voie;19;1,2,3,4,5,6,7,8,9,10,11,12,14,16,18,20,22,24,26
Rue Jules Verne;110;voie;18;1,2,4,5,6,7,8,9,10,11,12,13,14,16,18,20,22,24
Rue Laënnec;109;voie;3;1,2,4
Rue le Loch;109;voie;10;1,2,3,4,5,6,8,10,12,14
Rue Louis Hémon;;voie;13;1,2,3,4,5,6,7,8,10,12,14,16,18
Rue Louis Pasteur;109;voie;18;2,3,4,6,7,8,10,11,12,13,14,15,16,18,19,20,21,23
Rue Lucie Aubrac;;voie;15;1,2,3,4,5,6,8,10,12,14,16,18,20,22,24
Rue Marie de Kerstrat;110;voie;20;1,2,3,4,5,6,7,8,9,10,11,12,14,15,16,17,18,19,20,22
Rue Ménez Gouyen;110;voie;14;1,2,3,4,5,6,7,8,9,10,12,17,19,21
Rue Michel Morzadec;110;voie;3;1,2,4
Rue Miquel;109;voie;20;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,20,24,26
Rue Neuve;112;voie;12;1,2,3,4,5,6,8,10,11,12,13,14
Rue Penfret;;voie;10;1,2,3,4,5,6,7,8,9,11
Rue Pierre Brossolette;112;voie;26;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,28,30,32,34
Rue Pierre Loti;110;voie;1;1
Rue Pierre Marie Riou;112;voie;10;1,3,4,5,6,8,10,12,14,16
Rue René Daniel;108;voie;5;2,4,6,8,10
